,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6
0,19.17099770095177,11.228535730796217,14.938287386575473,14.187339472449358,14.899156119083244,16.857356546179982,29.403946627980744
1,19.70367727718775,12.061532949190477,15.659182904341018,14.883158521837364,15.174847353224607,16.9128105483919,28.869441318862975
2,18.81888087398726,12.208414007971667,14.876291298375252,14.282521029057454,15.448913788748241,16.76706767847177,29.21347086849577
3,20.4819336937591,11.763805230162642,15.675733982039421,15.455351075275923,15.37825135551115,16.15474240851032,28.362976547135176
4,18.47817720307562,11.246409819950669,15.137287873760863,14.289476823211215,15.609332489649942,16.297521458223695,28.978390768964445
5,19.82292693942988,12.3588052033225,15.52463938192553,13.96282086578522,15.242603166888271,15.854858151346194,28.698622459661376
6,21.053421385409756,12.536513895159471,15.5706705488144,14.7791444587769,16.140334815483705,16.860706290221422,29.235988058502524
7,21.685820131110006,12.58857499864365,16.065289475265594,14.645842439243557,15.666507952197605,16.2802111239601,29.14243733898266
8,20.41352527063507,11.871457966741584,15.28074843149218,14.40656458658197,15.832148613169423,15.989617983955739,29.277097289185644
9,19.380641167805436,12.215230808257408,14.775815740663244,14.470193148948635,16.264593168092297,16.49822389350888,29.578653435221753
10,21.863423646955813,13.292756166034408,15.80748326144195,15.249470196584333,16.582691016595952,16.290558557851256,29.10565962661301
11,20.886203615961463,12.362279184467765,15.062587438242788,15.362838498540567,15.966790458110571,16.58076423272034,29.053854303654777
12,20.438453981342754,13.209445547860208,15.881556116819295,14.7340334772256,15.648682850961537,17.983703374229094,29.431443500652335
13,20.461024957273384,12.958921924256861,16.12054949036583,14.95491790752602,15.868108477798296,18.276043404361037,28.922197458771766
14,19.931740414920498,13.249044540168033,15.887623773646318,15.4025991735345,16.282452925960943,17.317417806092337,28.895536594111245
15,21.550425219687927,12.987094174134853,16.03174366073687,15.17318171645751,16.458523313451927,18.089505980269703,29.263534727211663
16,20.36817657606504,13.82129762099709,16.30908442484365,16.031025663992903,17.012258726873334,16.66560672656044,29.081328118984416
17,20.49177239858413,13.725549173551316,16.2095568530871,16.636345261918095,17.220676476570414,17.87352608311733,29.24575965088697
18,23.031765429553058,14.846267814416986,17.224076128764533,16.4133058763634,16.992171979132156,18.408387811064575,29.43041439480697
19,23.715727834463728,14.295092774399071,17.405946574725693,16.22805359597811,16.35451378293148,17.975746234724102,29.324004018956256
20,19.302249519791552,11.766468739661267,14.236488789735292,13.845084884810483,15.18254437742224,17.10946073253304,28.848862469638807
21,18.979725191023913,12.201432516300668,16.18004309841415,15.061034934110392,15.429360044074603,16.702577770940113,28.942409830750083
22,17.386277948192713,11.267742629969792,14.062368703607769,13.91491932366424,14.236562060342493,16.054685408942508,28.225362469625836
23,18.08221288227646,10.959451547484784,14.74789926264566,14.448646332038743,15.274791661194513,16.733776018347058,29.116270385023125
24,21.170714302452257,12.697018657083293,15.922353384619262,14.76011459656734,15.548605869104687,17.203320147725215,28.856380473302035
25,19.077302923030366,12.806615138387908,15.054409959103964,15.103427956213556,15.617612152319376,16.800916379008633,29.773012270835086
26,20.82254117776898,13.065548247627957,16.623646109163563,15.079658462221353,15.484467728484397,18.10665717770665,29.354958707511784
27,21.237922350780295,13.515404449815225,16.31140012306905,15.051925013104812,15.543834386894025,18.101020921898996,29.601784171506445
28,18.888936300311503,12.878978230514978,15.645803643477445,14.826654606890028,16.014689920363054,17.36385878664112,29.537265295666884
29,18.773775818669396,13.038708397883072,16.307765254754653,14.881717271369256,16.45333397749727,17.24819407322716,29.802563426641576
30,20.186556832422863,12.102787585454319,15.295846460273488,14.822102194924256,16.336761930457637,17.60802851504162,29.38916938019978
31,21.90712437374593,13.07849108455529,16.023495456616985,15.111275354307187,16.518197647050833,18.471858574636062,29.43177292120668
32,15.187600284491163,16.51146094517682,17.820880735175283,16.899020725903497,17.8004792207742,16.86041112698586,29.627041045514847
33,19.055873013608224,16.400048716706134,18.94224838269371,18.335588573897713,18.242525628915278,17.700670045063095,30.21401097078517
34,17.938693489217815,14.629331839246404,16.44127630395118,17.005631864737424,17.58898593650146,18.073808559589263,29.590463785569106
35,17.16971935204648,17.56624818565257,17.65954084328326,18.199798513252315,18.78225937660804,17.909097088598863,29.10753337648305
36,22.030005791250822,13.826310518308327,17.586990369561377,15.680531333657864,16.51820731161993,18.062998042311648,29.20622842183753
37,21.17390083557911,14.686890912014388,16.881749739985096,16.23127326142418,17.239119313154106,18.268426834610157,29.44320331246809
38,21.042786187761035,13.349832066018017,16.692452625175786,15.37971386882939,16.06880119073771,17.354497646878645,29.08243698492945
39,21.398914596606577,14.179569075634362,16.08886764890791,15.379109756564691,16.143449848227373,17.886562796466386,29.960732656576955
40,18.088552135295714,14.8221995704283,16.54610638048851,16.626864342849466,17.30722198916293,18.25349864202231,29.36523877304624
41,17.210848259212217,16.933835248289476,18.531617448145795,18.184181502741335,18.95786540281347,18.496121170554805,29.135122774213816
42,16.98939378634381,16.713992029531497,17.55403752525547,18.219797728911832,18.344390686426824,17.994503591533505,28.839881143561918
43,19.427021883911394,16.840933137191552,18.285439140667183,17.742627488619316,18.498873664956847,18.103883979172885,29.775720527895004
44,19.684036247291548,13.379591180245253,15.701743395913807,15.035331442850145,16.26652838149178,16.652438307835684,29.05114046256953
45,19.103252683512398,13.777112006346648,15.405087469957474,15.274339275330705,16.16600901218686,16.73370584248539,29.399660094738017
46,21.1209593642395,12.195788543338214,15.298227059390143,14.830479044580747,16.70427686535631,17.402342774879912,29.77841548227672
47,19.99522537885992,12.866693299707732,15.113534331747212,14.790678887241215,16.184531406538287,16.839770396758023,28.972349244103324
48,20.113095988402033,15.555430223212607,16.435654628960105,17.008752563104213,18.402574281452,17.228086577230176,29.70954483628375
49,20.06736284452805,15.005275157140469,16.49863456012377,16.476843974656017,17.000431287788974,16.310630858366256,29.29815255213829
50,22.70283863954698,15.345047320329343,16.81414909904926,16.529769412750536,18.14641704233231,17.004755724821713,30.368798471628118
51,21.869679874495333,13.758357081702616,16.466883251601388,15.847663015593687,17.522950769910157,17.02894564146783,29.187750969867572
52,18.70767911232692,11.540405383472828,14.124104643647662,13.5136592569548,14.833998692851978,15.824642069666824,28.757238506668678
53,17.742985894340546,11.457143663000846,13.97760923586523,13.796161177655657,15.139698095087779,16.716242861266643,29.75866053179521
54,19.422271771904136,12.117964051872832,14.90807429113876,14.966539635108184,15.704973937009678,16.82642004366437,29.680991853289076
55,18.69167678581007,11.838464007792215,14.338603985014782,14.559943087774034,14.914169866097382,16.77428684320218,29.26367493328834
